Title,URL ,day
"윤석열, 연차 내고 '부동시' 검사..진단서 국회 제출",https://news.v.daum.net/v/20190709153227319,9
"윤석열 청문회 막판 '위증 논란'..""변호사 소개"" 녹음파일 공개",https://news.v.daum.net/v/20190709021740022,9
"침묵하던 文, 日에 맞대응 가능성 시사하며 '정면돌파'",https://news.v.daum.net/v/20190709043300685,9
"北목선' 23사단 소초병 한강 투신 사망..""직접관련 없어""(종합2보)",https://news.v.daum.net/v/20190709111615031,9
"軍, 北목선 경계실패 23사단 해체·해안경계 해경이관 등 '고심'",https://news.v.daum.net/v/20190709152326864,9
"위증 논란'에 변호사도 ""윤석열 아닌 윤대진이 소개""",https://news.v.daum.net/v/20190709131840413,9
日보복조치 협의' 잇단 방미 속 트럼프 침묵 깨고 중재 나설까(종합),https://news.v.daum.net/v/20190709144318826,9
北목선 경계실패' 23사단 초소 근무병 한강 투신해 사망,https://news.v.daum.net/v/20190709095427156,9
"감히 푸틴에 막말을?'..러시아, 조지아 직항노선 폐쇄",https://news.v.daum.net/v/20190709153333393,9
"민경욱, 고민정에 ""한 판 붙자"" vs 靑 ""정치인 아냐""(종합)",https://news.v.daum.net/v/20190709182752633,9
"곽상도, 文대통령 동서까지 저격..이낙연 ""억측력 상상 뛰어넘어""",https://news.v.daum.net/v/20190709195417635,9
"조경태 ""거짓말 윤석열, 시정잡배와 다를게 없다""",https://news.v.daum.net/v/20190709092704098,9
"日게이단렌 ""한국과 교류 계속""..수출규제엔 日정부와 한목소리(종합)",https://news.v.daum.net/v/20190709213956426,9
日 맞불카드로 일본차 수입 제한하나..일본에 확전 빌미 줄 수도,https://news.v.daum.net/v/20190709151321387,9
"유성엽 ""공무원 30% 감축해야..최저임금 동결이 바람직""",https://news.v.daum.net/v/20190709143554221,9
"윤석열 말바꾸기' 법적책임 없다지만..""정치·도덕적 치명상""",https://news.v.daum.net/v/20190709134727137,9
"윤석열 청문보고서 채택 난항..""검찰수장 적임"" vs ""자진사퇴""(종합)",https://news.v.daum.net/v/20190709115855640,9
"[단독] 정부, 일 대사관 관계자 불러 아베 '대북 제재'발언 항의",https://news.v.daum.net/v/20190709120604032,9
"野 ""즉각 사퇴""..與, 대응책 고심..청문회 후폭풍",https://news.v.daum.net/v/20190709095703254,9
"민주당, DJ 10주기에 北 김여정 초청 추진",https://news.v.daum.net/v/20190709190741648,9
"윤대진 검찰국장 ""내가 형 윤우진에 이남석 변호사 소개..윤석열 무관""",https://news.v.daum.net/v/20190709090222251,9
민경욱 vs 고민정..선후배 설전 '점입가경',https://news.v.daum.net/v/20190709214932565,9
"김·조 라인' 첫 대규모 인사..조국, 셀프방어·정밀검증 동시 돌파?",https://news.v.daum.net/v/20190709050103805,9
"변창훈 검사의 비극 얘기에 윤석열 ""한달 앓아누웠다""",https://news.v.daum.net/v/20190709001126371,9
참의원 선거전 본격화..'규제'에 대한 유권자 시각은?,https://news.v.daum.net/v/20190709203019233,9
"靑, 이달 중 7~9부처 개각 단행할 듯..출마자·원년멤버 중심",https://news.v.daum.net/v/20190709162923102,9
"윤석열 '변호사 소개' 위증 논란..윤대진 ""내가 소개"" 해명(종합)",https://news.v.daum.net/v/20190709094830907,9
"日 '반도체 가미카제' 도발..韓 피해 270배 ""급소 맞았다""",https://news.v.daum.net/v/20190709174704464,9
위증으로 역전된 '윤석열 검증'..한국·바른미래 공조 카드는,https://news.v.daum.net/v/20190710042700476,10
파묻었던 '일제 만행'..봉인 열릴까 두려운 아베,https://news.v.daum.net/v/20190710195807813,10
"홍남기 ""반도체 몇개월치 완제품 재고..기업 걱정은 소재 부품""",https://news.v.daum.net/v/20190710173706565,10
"박지원 ""조국, 법무장관 100% 기용될 것..윤석열, 임명돼야""",https://news.v.daum.net/v/20190710090606425,10
"홍준표, 윤석열 '변호사법 위반' 논란에..""단순 정보제공 별 문제 안 돼""",https://news.v.daum.net/v/20190710110349410,10
"文 ""전례없는 비상""..CEO-부총리-정책실장 핫라인 제안",https://news.v.daum.net/v/20190710120703931,10
"日정부 ""WTO 위반 지적 맞지 않아..수출규제 철회할 생각 없다""",https://news.v.daum.net/v/20190710130525852,10
"日, 또 '사린가스' 카드 ..""전용 우려 있어 韓수출규제""",https://news.v.daum.net/v/20190710100618894,10
"평화당, 분당 기정사실화?..반당권파 ""신당 창당 모임 결성""",https://news.v.daum.net/v/20190710141804070,10
"기업인들 ""모든 조치 다하겠다""..文대통령 ""정부 최대한 뒷받침""",https://news.v.daum.net/v/20190710154338588,10
"한일, WTO서 격론..日 ""수출규제가 금수조치는 아냐""",https://news.v.daum.net/v/20190710040509386,10
최저임금委 수정안 제출..勞 9570원 vs 使 8185원(종합),https://news.v.daum.net/v/20190710170643406,10
"김일성·김정일 배지만 달더니, 김정은 가슴에 '노동당' ..왜",https://news.v.daum.net/v/20190710050101760,10
"""日 제재 완화, 군사용 아니면 반도체 소재 판매""-FT",https://news.v.daum.net/v/20190710074003504,10
"윤석열 임명 굳힌 靑..野 ""도덕성 파산 선고""",https://news.v.daum.net/v/20190710201502022,10
"민주 ""黃, 대통령-5당대표 회동 거절""..한국 ""가부 밝히지 않아""(종합)",https://news.v.daum.net/v/20190710183523506,10
"홍준표 ""日에 보복하면 IMF보다 더한 대혼란..감정대응 안돼""",https://news.v.daum.net/v/20190710150324600,10
"""日, 한국 경제 망가뜨리면 정권 교체될 것이라 생각""",https://news.v.daum.net/v/20190710132916478,10
위증으로 역전된 '윤석열 검증'..한국·바른미래 공조 카드는,https://news.v.daum.net/v/20190710042700476,10
파묻었던 '일제 만행'..봉인 열릴까 두려운 아베,https://news.v.daum.net/v/20190710195807813,10
"北 ""일본, 조선 지하자원 훔쳐간 날강도"" 대일비난 점입가경",https://news.v.daum.net/v/20190710155936271,10
"""민간인 학살 특별법, 나경원 대표가 돈 든다며 반대""",https://news.v.daum.net/v/20190710145400105,10
"홍남기 ""반도체 몇개월치 완제품 재고..기업 걱정은 소재 부품""",https://news.v.daum.net/v/20190710173706565,10
"文대통령·30대기업, 日수출규제 해법 '허심탄회' 2시간 토론(종합)",https://news.v.daum.net/v/20190710193851538,10
"민주당 금태섭 ""윤석열, 명백한 거짓말..사과하는 것이 상식""",https://news.v.daum.net/v/20190710105036839,10
"文대통령, 對日 비상대응 선포..'외교해결' 강조 속 '엄중 경고'",https://news.v.daum.net/v/20190710114346226,10
"文대통령 ""허심탄회하게 이야기하자""..간담회에 30대기업 총출동",https://news.v.daum.net/v/20190710115555568,10
윤석열 임명' 분위기인데..위증 논란은 오히려 가열,https://news.v.daum.net/v/20190710105324952,10
결연하고 단호해진 文대통령..'비상한 각오'로 日 향해 경고,https://news.v.daum.net/v/20190710132758448,10
[단독]日에 반격 빌미만 준 산업부의 헛발질,https://news.v.daum.net/v/20190710030110877,10
